,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,gmtOffsetMilliSeconds,quoteType
2359,CMSYF,,2020-02-07T05:00:00.000Z,TNS,,43.81,,0,EQUITY
2360,NIJPF,,2020-02-07T05:00:00.000Z,TNS,30.2,6.47,-78.58,0,EQUITY
2361,RAUMF,,2020-02-07T05:00:00.000Z,TNS,33.61,10.32,-69.29,0,EQUITY
2362,MCRNF,Micro-Mechanics (Holdings) Ltd.,2020-02-08T05:00:00.000Z,TNS,,,,0,EQUITY
2363,APTTF,Asian Pay Television Trust,2020-02-09T05:00:00.000Z,TNS,,,,0,EQUITY
2364,LNTEF,LINTEC Corporation,2020-02-09T05:00:00.000Z,TNS,,47.67,,0,EQUITY
2365,HKUOF,Hakuhodo DY Holdings Inc,2020-02-09T05:00:00.000Z,TNS,28.95,31.75,9.67,0,EQUITY
2366,TRYIF,"Toray Industries, Inc.",2020-02-09T05:00:00.000Z,TNS,12.76,12.82,0.51,0,EQUITY
2367,TTRKF,Turk Traktor ve Ziraat Makineleri A.S.,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2368,AEMD,"Aethlon Medical, Inc.",2020-02-10T05:00:00.000Z,TNS,-1.03,-0.28,72.82,0,EQUITY
2369,AGN,Allergan plc,2020-02-10T05:00:00.000Z,TNS,4.57,5.22,14.22,0,EQUITY
2370,WTER,The Alkaline Water Company Inc.,2020-02-10T05:00:00.000Z,TNS,-0.03,-0.07,-133.33,0,EQUITY
2371,AMKR,"Amkor Technology, Inc.",2020-02-10T05:00:00.000Z,TNS,0.23,0.41,75.21,0,EQUITY
2372,CZMWF,Carl Zeiss Meditec AG,2020-02-10T05:00:00.000Z,TNS,0.4,0.43,7.5,0,EQUITY
2373,CZMWY,Carl Zeiss Meditec AG,2020-02-10T05:00:00.000Z,TNS,0.4,0.43,7.5,0,EQUITY
2374,AVYA,Avaya Holdings Corp.,2020-02-10T05:00:00.000Z,TNS,0.74,0.75,1.08,0,EQUITY
2375,TMVWF,TeamViewer AG,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2377,MPAA,"Motorcar Parts of America, Inc.",2020-02-10T05:00:00.000Z,TNS,0.43,0.28,-35.33,0,EQUITY
2378,MESA,"Mesa Air Group, Inc.",2020-02-10T05:00:00.000Z,TNS,0.31,0.31,0.98,0,EQUITY
2379,AXGT,Axovant Gene Therapies Ltd.,2020-02-10T05:00:00.000Z,TNS,-0.67,-0.62,7.05,0,EQUITY
2380,AIN,Albany International Corp.,2020-02-10T05:00:00.000Z,TNS,0.8,0.97,20.95,0,EQUITY
2381,FNXTF,Fenix Outdoor International AG,2020-02-10T05:00:00.000Z,TNS,0.66,0.13,-80.15,0,EQUITY
2382,BYCBF,Barry Callebaut AG,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2384,AMXVF,"America Movil, S.A.B. de C.V.",2020-02-10T05:00:00.000Z,TNS,0.28,0.32,14.29,0,EQUITY
2385,OITAF,"The Oita Bank, Ltd.",2020-02-10T05:00:00.000Z,TNS,,95.79,,0,EQUITY
2386,GBDCV,Golub Capital BDC Inc,2020-02-10T13:30:07.000Z,TAS,,,,0,EQUITY
2387,BRX,Brixmor Property Group Inc.,2020-02-10T05:00:00.000Z,TNS,0.21,0.21,-0.47,0,EQUITY
2388,QSR,Restaurant Brands International Inc.,2020-02-10T05:00:00.000Z,TNS,0.73,0.75,2.74,0,EQUITY
2389,SBHCF,"SHO-BOND Holdings Co.,Ltd.",2020-02-10T05:00:00.000Z,TNS,46.21,49.72,7.59,0,EQUITY
2390,BHF,"Brighthouse Financial, Inc.",2020-02-10T05:00:00.000Z,TNS,2.33,2.61,11.97,0,EQUITY
2391,GBDCR,"Golub Capital BDC, Inc.",2020-02-10T05:00:00.000Z,TNS,0.33,0.32,-1.82,0,EQUITY
2394,BIP,Brookfield Infrastructure Partners L.P.,2020-02-10T05:00:00.000Z,TNS,0.21,-0.07,-133.33,0,EQUITY
2395,BHFAP,"Brighthouse Financial, Inc.",2020-02-10T05:00:00.000Z,TNS,2.33,2.61,11.97,0,EQUITY
2396,OTTW,Ottawa Savings Bancorp Inc,2020-02-10T15:59:00.000Z,TNS,,,,0,EQUITY
2397,GBDC,"Golub Capital BDC, Inc.",2020-02-10T05:00:00.000Z,TNS,0.33,0.32,-1.82,0,EQUITY
2398,ICMB,"Investcorp Credit Management BDC, Inc.",2020-02-10T05:00:00.000Z,TNS,0.26,0.27,3.85,0,EQUITY
2399,BLKB,"Blackbaud, Inc.",2020-02-10T05:00:00.000Z,TNS,0.5,0.51,2.2,0,EQUITY
2400,BPPUF,Unione di Banche Italiane S.p.A.,2020-02-10T05:00:00.000Z,TNS,0.04,0.05,25.0,0,EQUITY
2401,ANTOF,"Iida Group Holdings Co., Ltd.",2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2402,IGC-WT,"India Globalization Capital, Inc.",2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2403,FRHC,Freedom Holding Corp.,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2404,IRCP,IRSA Propiedades Comerciales S.A.,2020-02-10T05:00:00.000Z,TNS,-0.77,-1.4,-82.34,0,EQUITY
2405,KMPR,Kemper Corporation,2020-02-10T05:00:00.000Z,TNS,1.39,1.45,4.02,0,EQUITY
2406,CNA,CNA Financial Corporation,2020-02-10T05:00:00.000Z,TNS,0.89,0.97,8.99,0,EQUITY
2407,CMP,"Compass Minerals International, Inc.",2020-02-10T05:00:00.000Z,TNS,1.85,1.63,-11.8,0,EQUITY
2408,TCO-PK,"Taubman Centers, Inc.",2020-02-10T05:00:00.000Z,TNS,0.28,0.18,-36.4,0,EQUITY
2409,LMNX,Luminex Corporation,2020-02-10T05:00:00.000Z,TNS,-0.01,0.08,1433.33,0,EQUITY
2410,PSEC,Prospect Capital Corporation,2020-02-10T05:00:00.000Z,TNS,0.18,0.18,0.0,0,EQUITY
2411,ORVMF,Orvana Minerals Corp.,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2412,HSHIF,Hoshizaki Corporation,2020-02-10T05:00:00.000Z,TNS,35.9,53.48,48.97,0,EQUITY
2413,KYYHF,Kyushu Railway Company,2020-02-10T05:00:00.000Z,TNS,76.75,77.5,0.98,0,EQUITY
2414,NICFF,Nichias Corporation,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2415,SDGCF,"Sundrug Co.,Ltd.",2020-02-10T05:00:00.000Z,TNS,,46.72,,0,EQUITY
2416,SKKAF,"Sk Kaken Co.,Ltd.",2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2417,CLSK,"CleanSpark, Inc.",2020-02-10T05:00:00.000Z,TNS,-0.8,-0.4,50.0,0,EQUITY
2418,L,Loews Corporation,2020-02-10T05:00:00.000Z,TNS,,0.71,,0,EQUITY
2419,GFNCP,General Finance Corp,2020-02-10T18:30:00.000Z,BMO,,,,0,EQUITY
2420,FLDM,Fluidigm Corporation,2020-02-10T05:00:00.000Z,TNS,-0.19,-0.18,4.26,0,EQUITY
2421,ELVT,"Elevate Credit, Inc.",2020-02-10T05:00:00.000Z,TNS,0.16,0.19,19.5,0,EQUITY
2422,EPC,Edgewell Personal Care Company,2020-02-10T05:00:00.000Z,TNS,0.29,0.55,88.36,0,EQUITY
2423,IVC,Invacare Corporation,2020-02-10T05:00:00.000Z,TNS,-0.13,-0.28,-118.75,0,EQUITY
2424,CMBM,Cambium Networks Corporation,2020-02-10T05:00:00.000Z,TNS,0.05,0.09,76.47,0,EQUITY
2425,CHGG,"Chegg, Inc.",2020-02-10T05:00:00.000Z,TNS,0.29,0.35,21.95,0,EQUITY
2426,NCRBF,"Nippon Carbon Co., Ltd.",2020-02-10T05:00:00.000Z,TNS,155.29,191.44,23.28,0,EQUITY
2427,TTUUF,Tokyu Fudosan Holdings Corporation,2020-02-10T05:00:00.000Z,TNS,12.44,8.9,-28.43,0,EQUITY
2428,CRNT,Ceragon Networks Ltd.,2020-02-10T05:00:00.000Z,TNS,-0.01,-0.06,-500.0,0,EQUITY
2429,FUAIF,"Funai Electric Co., Ltd.",2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2430,MCY,Mercury General Corporation,2020-02-10T05:00:00.000Z,TNS,0.18,0.21,20.0,0,EQUITY
2431,MIESF,"Mitsui E&S Holdings Co., Ltd.",2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2432,MITEF,"Mitsubishi Estate Co., Ltd.",2020-02-10T05:00:00.000Z,TNS,31.32,28.25,-9.81,0,EQUITY
2433,MCC,Medley Capital Corporation,2020-02-10T05:00:00.000Z,TNS,-0.15,0.06,140.0,0,EQUITY
2434,CTRRF,CT Real Estate Investment Trust,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2435,DAC,Danaos Corporation,2020-02-10T05:00:00.000Z,TNS,1.67,2.01,20.58,0,EQUITY
2436,FONR,FONAR Corporation,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2437,GEC,"Great Elm Capital Group, Inc.",2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2438,GFN,General Finance Corporation,2020-02-10T05:00:00.000Z,TNS,0.22,0.3,39.53,0,EQUITY
2439,JPTXF,"Japan Petroleum Exploration Co., Ltd.",2020-02-10T05:00:00.000Z,TNS,44.9,78.49,74.81,0,EQUITY
2440,MGAAF,"Morinaga & Co., Ltd.",2020-02-10T05:00:00.000Z,TNS,,81.89,,0,EQUITY
2441,CVM,CEL-SCI Corporation,2020-02-10T05:00:00.000Z,TNS,-0.15,-0.16,-6.67,0,EQUITY
2443,TCO,"Taubman Centers, Inc.",2020-02-10T05:00:00.000Z,TNS,0.28,0.18,-36.4,0,EQUITY
2444,ELY,Callaway Golf Company,2020-02-10T05:00:00.000Z,TNS,-0.23,-0.26,-10.64,0,EQUITY
2445,PCYG,"Park City Group, Inc.",2020-02-10T05:00:00.000Z,TNS,0.04,0.03,-25.0,0,EQUITY
2446,DOFSQ,"Diamond Offshore Drilling, Inc.",2020-02-10T05:00:00.000Z,TNS,-0.66,-0.45,31.82,0,EQUITY
2447,APPS,"Digital Turbine, Inc.",2020-02-10T05:00:00.000Z,TNS,0.05,0.05,-5.66,0,EQUITY
2448,DVA,DaVita Inc.,2020-02-10T05:00:00.000Z,TNS,1.66,1.86,11.78,0,EQUITY
2449,HSYDF,Harmonic Drive Systems Inc.,2020-02-10T05:00:00.000Z,TNS,-3.64,-8.49,-133.24,0,EQUITY
2450,DLGEF,"Digital Garage, Inc.",2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2452,DO,"Diamond Offshore Drilling, Inc.",2020-02-10T05:00:00.000Z,TNS,-0.66,-0.45,31.82,0,EQUITY
2453,JE-PA,Just Energy Group Inc.,2020-02-10T05:00:00.000Z,TNS,0.03,0.18,620.0,0,EQUITY
2454,JE,Just Energy Group Inc.,2020-02-10T05:00:00.000Z,TNS,0.03,0.18,620.0,0,EQUITY
2455,RE,"Everest Re Group, Ltd.",2020-02-10T05:00:00.000Z,TNS,2.64,3.2,21.17,0,EQUITY
2456,ELTP,Elite Pharmaceuticals Inc,2020-02-11T02:00:00.000Z,AMC,,,,0,EQUITY
2457,EARN,Ellington Residential Mortgage REIT,2020-02-10T05:00:00.000Z,TNS,0.23,0.23,-1.71,0,EQUITY
2458,EVI,"EVI Industries, Inc.",2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2459,VOYA,"Voya Financial, Inc.",2020-02-10T05:00:00.000Z,TNS,1.1,1.07,-2.46,0,EQUITY
2460,FRT,Federal Realty Investment Trust,2020-02-10T05:00:00.000Z,TNS,0.82,1.92,133.29,0,EQUITY
2461,FRT-PC,Federal Realty Investment Trust,2020-02-10T05:00:00.000Z,TNS,0.82,1.92,133.29,0,EQUITY
2462,VOYA-PB,"Voya Financial, Inc.",2020-02-10T05:00:00.000Z,TNS,1.1,1.07,-2.46,0,EQUITY
2463,TMXXF,TMX Group Limited,2020-02-10T05:00:00.000Z,TNS,1.25,1.31,4.47,0,EQUITY
2464,GNSS,Genasys Inc.,2020-02-10T05:00:00.000Z,TNS,0.03,0.02,-20.0,0,EQUITY
2465,JCOM,"J2 Global, Inc.",2020-02-10T05:00:00.000Z,TNS,2.36,2.38,0.68,0,EQUITY
2466,GAILF,GAIL (India) Limited,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2467,LRAD,Genasys Inc,2020-02-10T15:59:00.000Z,TNS,,,,0,EQUITY
2468,GPRE,Green Plains Inc.,2020-02-10T05:00:00.000Z,TNS,-0.52,-1.13,-118.15,0,EQUITY
2469,GPP,Green Plains Partners LP,2020-02-10T05:00:00.000Z,TNS,0.45,0.44,-2.22,0,EQUITY
2470,MRCHF,Miraca Holdings Inc.,2020-02-10T05:00:00.000Z,TNS,,10.24,,0,EQUITY
2472,OMF,"OneMain Holdings, Inc.",2020-02-10T05:00:00.000Z,TNS,1.75,1.96,11.81,0,EQUITY
2473,HPHTF,Hamamatsu Photonics K.K.,2020-02-10T05:00:00.000Z,TNS,30.3,25.52,-15.78,0,EQUITY
2474,HCTPF,Hutchison Port Holdings Trust,2020-02-10T05:00:00.000Z,TNS,0.02,0.01,-53.33,0,EQUITY
2475,MOH,"Molina Healthcare, Inc.",2020-02-10T05:00:00.000Z,TNS,2.65,2.73,3.14,0,EQUITY
2476,ONVO,"Organovo Holdings, Inc.",2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2477,WTS,"Watts Water Technologies, Inc.",2020-02-10T05:00:00.000Z,TNS,0.99,1.0,1.52,0,EQUITY
2478,RLGT,"Radiant Logistics, Inc.",2020-02-10T05:00:00.000Z,TNS,0.14,0.12,-11.11,0,EQUITY
2479,RPD,"Rapid7, Inc.",2020-02-10T05:00:00.000Z,TNS,-0.01,0.03,433.33,0,EQUITY
2480,RNG,"RingCentral, Inc.",2020-02-10T05:00:00.000Z,TNS,0.21,0.22,3.77,0,EQUITY
2482,LIVE,Live Ventures Incorporated,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2483,KTWIF,Kurita Water Industries Ltd.,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2484,VRNS,"Varonis Systems, Inc.",2020-02-10T05:00:00.000Z,TNS,-0.07,-0.09,-25.0,0,EQUITY
2485,MLAB,"Mesa Laboratories, Inc.",2020-02-10T05:00:00.000Z,TNS,1.0,-1.06,-206.21,0,EQUITY
2487,PYX,"Pyxus International, Inc.",2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2490,TFII,TFI International Inc.,2020-02-10T05:00:00.000Z,TNS,0.95,0.95,0.53,0,EQUITY
2492,IIVI,II-VI Incorporated,2020-02-10T05:00:00.000Z,TNS,0.36,0.36,0.56,0,EQUITY
2493,MELI,"MercadoLibre, Inc.",2020-02-10T05:00:00.000Z,TNS,-0.91,-1.11,-21.44,0,EQUITY
2494,IIIV,"i3 Verticals, Inc.",2020-02-10T05:00:00.000Z,TNS,0.23,0.24,3.45,0,EQUITY
2495,XPO,"XPO Logistics, Inc.",2020-02-10T05:00:00.000Z,TNS,1.01,1.12,10.34,0,EQUITY
2496,JPSWF,"The Japan Steel Works, Ltd.",2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2497,LOMLF,Lion One Metals Limited,2020-02-10T05:00:00.000Z,TNS,,,,0,EQUITY
2498,MIME,Mimecast Limited,2020-02-10T05:00:00.000Z,TNS,0.12,0.14,20.69,0,EQUITY
2499,NMM,Navios Maritime Partners L.P.,2020-02-10T05:00:00.000Z,TNS,1.26,1.11,-12.18,0,EQUITY
2500,PREKF,PrairieSky Royalty Ltd.,2020-02-10T05:00:00.000Z,TNS,0.07,0.1,36.99,0,EQUITY
2501,MYOV,Myovant Sciences Ltd.,2020-02-10T05:00:00.000Z,TNS,-0.82,-0.96,-17.65,0,EQUITY
2502,MONRF,Moncler S.p.A.,2020-02-10T05:00:00.000Z,TNS,0.68,,,0,EQUITY
2503,STE,STERIS plc,2020-02-10T05:00:00.000Z,TNS,1.42,1.45,2.11,0,EQUITY
2504,UAA,"Under Armour, Inc.",2020-02-11T05:00:00.000Z,TNS,0.1,0.1,-2.91,0,EQUITY
2505,AAARF,Aluar Aluminio Argentino S.A.I.C.,2020-02-11T05:00:00.000Z,TNS,0.38,0.66,73.68,0,EQUITY
2506,DDAIF,Daimler AG,2020-02-11T05:00:00.000Z,TNS,,1.32,,0,EQUITY
2507,CPSI,"Computer Programs and Systems, Inc.",2020-02-11T05:00:00.000Z,TNS,0.7,0.78,12.07,0,EQUITY
2508,BWLA,Bowl America Incorporated,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2509,HOCFF,HOCHTIEF Aktiengesellschaft,2020-02-11T05:00:00.000Z,TNS,-9.16,-9.38,-2.4,0,EQUITY
2510,PANHF,Ping An Healthcare and Technology Company Limited,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2511,AERO,"Aerogrow International, Inc.",2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2512,AWRE,Aware Inc,2020-02-11T21:05:04.000Z,TAS,,,,0,EQUITY
2513,VDEKF,Veidekke ASA,2020-02-11T05:00:00.000Z,TNS,1.41,-0.3,-121.35,0,EQUITY
2514,AN,"AutoNation, Inc.",2020-02-11T05:00:00.000Z,TNS,1.14,1.32,15.79,0,EQUITY
2515,CRAYF,Crayon Group Holding ASA,2020-02-11T05:00:00.000Z,TNS,0.85,-0.41,-148.24,0,EQUITY
2516,STBEF,Starbreeze AB (publ),2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2517,AUKUF,ams AG,2020-02-11T05:00:00.000Z,TNS,0.97,1.09,12.28,0,EQUITY
2518,AZRE,Azure Power Global Limited,2020-02-11T05:00:00.000Z,TNS,-0.27,-0.44,-60.58,0,EQUITY
2519,IARSF,IAR Systems Group AB (publ),2020-02-11T05:00:00.000Z,TNS,1.58,1.46,-7.59,0,EQUITY
2520,AIZ,"Assurant, Inc.",2020-02-11T05:00:00.000Z,TNS,2.39,2.25,-5.86,0,EQUITY
2521,AKAM,"Akamai Technologies, Inc.",2020-02-11T05:00:00.000Z,TNS,1.13,1.23,8.85,0,EQUITY
2522,AMCR,Amcor plc,2020-02-11T05:00:00.000Z,TNS,0.15,0.16,8.11,0,EQUITY
2523,MBGRF,Moberg Pharma AB (publ),2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2524,PBBIF,Probi AB (publ),2020-02-11T05:00:00.000Z,TNS,1.52,2.27,49.34,0,EQUITY
2525,ACGL,Arch Capital Group Ltd.,2020-02-11T05:00:00.000Z,TNS,0.68,0.74,9.31,0,EQUITY
2526,UA,"Under Armour, Inc.",2020-02-11T05:00:00.000Z,TNS,0.11,0.1,-4.76,0,EQUITY
2527,TUIFY,TUI AG,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2528,ACGLP,Arch Capital Group Ltd.,2020-02-11T05:00:00.000Z,TNS,0.68,0.74,9.31,0,EQUITY
2529,AAT,"American Assets Trust, Inc.",2020-02-11T05:00:00.000Z,TNS,0.25,0.22,-10.2,0,EQUITY
2530,ASC,Ardmore Shipping Corporation,2020-02-11T05:00:00.000Z,TNS,0.11,0.08,-27.27,0,EQUITY
2531,ATEN,"A10 Networks, Inc.",2020-02-11T05:00:00.000Z,TNS,0.07,0.1,35.14,0,EQUITY
2532,MNARF,Morguard North American Residential Real Estate Investment Trust,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2533,FOVSF,Ford Otomotiv Sanayi A.S.,2020-02-11T05:00:00.000Z,TNS,,1.75,,0,EQUITY
2534,HNNA,"Hennessy Advisors, Inc.",2020-02-11T05:00:00.000Z,TNS,0.39,0.35,-10.26,0,EQUITY
2535,ACCO,ACCO Brands Corporation,2020-02-11T05:00:00.000Z,TNS,0.41,0.46,11.11,0,EQUITY
2536,FLIDF,FLSmidth & Co. A/S,2020-02-11T05:00:00.000Z,TNS,5.45,4.57,-16.18,0,EQUITY
2537,BRRGF,BerGenBio ASA,2020-02-11T05:00:00.000Z,TNS,-1.61,-0.94,41.87,0,EQUITY
2538,NRYYF,Norway Royal Salmon AS,2020-02-11T05:00:00.000Z,TNS,3.39,24.2,614.29,0,EQUITY
2539,AIZP,"Assurant, Inc.",2020-02-11T05:00:00.000Z,TNS,2.39,2.25,-5.86,0,EQUITY
2540,DMLRY,Daimler AG,2020-02-11T05:00:00.000Z,TNS,,1.32,,0,EQUITY
2541,DETNF,Aker BP ASA,2020-02-11T05:00:00.000Z,TNS,0.36,0.31,-14.6,0,EQUITY
2542,GRPAF,"Grupo Aeromexico, S.A.B. de C.V.",2020-02-11T05:00:00.000Z,TNS,-1.39,-0.03,97.84,0,EQUITY
2543,GKSGF,Grenke AG,2020-02-11T05:00:00.000Z,TNS,0.85,0.84,-1.18,0,EQUITY
2544,SEE,Sealed Air Corporation,2020-02-11T05:00:00.000Z,TNS,0.75,0.78,4.7,0,EQUITY
2546,NAII,Natural Alternatives International Inc,2020-02-12T02:00:00.000Z,AMC,,,,0,EQUITY
2547,ARKR,Ark Restaurants Corp,2020-02-11T16:00:00.000Z,TAS,,,,0,EQUITY
2548,BNMDF,Banca Mediolanum S.p.A.,2020-02-11T05:00:00.000Z,TNS,0.49,0.38,-23.08,0,EQUITY
2549,JFBC,Jeffersonville Bancorp,2020-02-11T15:59:00.000Z,TNS,,,,0,EQUITY
2550,FCBBF,FinecoBank Banca Fineco S.p.A.,2020-02-11T05:00:00.000Z,TNS,,0.12,,0,EQUITY
2551,BIOX,Bioceres Crop Solutions Corp.,2020-02-11T05:00:00.000Z,TNS,0.33,0.31,-6.06,0,EQUITY
2552,BRN,Barnwell Industries Inc,2020-02-11T15:59:00.000Z,TNS,,,,0,EQUITY
2553,BXMT,"Blackstone Mortgage Trust, Inc.",2020-02-11T05:00:00.000Z,TNS,0.64,0.68,6.58,0,EQUITY
2554,FSRL,First Reliance Bancshares Inc,2020-02-11T18:30:00.000Z,BMO,,,,0,EQUITY
2555,WU,The Western Union Company,2020-02-11T05:00:00.000Z,TNS,0.43,0.38,-11.01,0,EQUITY
2556,INPCF,Input Capital Corp.,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2557,LPX,Louisiana-Pacific Corporation,2020-02-11T05:00:00.000Z,TNS,0.11,0.05,-55.36,0,EQUITY
2558,EXAS,Exact Sciences Corporation,2020-02-11T05:00:00.000Z,TNS,-0.35,0.54,252.54,0,EQUITY
2559,CRL,"Charles River Laboratories International, Inc.",2020-02-11T05:00:00.000Z,TNS,1.84,2.01,9.54,0,EQUITY
2560,MEQYF,Mainstreet Equity Corp.,2020-02-11T05:00:00.000Z,TNS,0.76,0.59,-22.37,0,EQUITY
2561,CNO,"CNO Financial Group, Inc.",2020-02-11T05:00:00.000Z,TNS,0.47,0.52,11.83,0,EQUITY
2562,OBYCF,Obayashi Corporation,2020-02-11T05:00:00.000Z,TNS,39.3,48.7,23.92,0,EQUITY
2563,INS,Intelligent Systems Corporation,2020-02-11T05:00:00.000Z,TNS,0.29,0.41,41.38,0,EQUITY
2564,WFTBF,West Fraser Timber Co. Ltd.,2020-02-11T05:00:00.000Z,TNS,-0.43,-0.16,62.62,0,EQUITY
2565,DYNT,Dynatronics Corporation,2020-02-11T05:00:00.000Z,TNS,-0.04,-0.05,-16.28,0,EQUITY
2566,CRTO,Criteo S.A.,2020-02-11T05:00:00.000Z,TNS,0.91,1.08,18.81,0,EQUITY
2567,CSFFF,Capstone Mining Corp.,2020-02-11T05:00:00.000Z,TNS,0.01,-0.02,-281.82,0,EQUITY
2568,HMY,Harmony Gold Mining Company Limited,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2569,PMD,Psychemedics Corp,2020-02-12T02:00:00.000Z,AMC,,,,0,EQUITY
2570,FSP,Franklin Street Properties Corp.,2020-02-11T05:00:00.000Z,TNS,0.02,0.03,100.0,0,EQUITY
2571,FCXXF,First Capital Real Estate Investment Trust,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2572,CRNC,Cerence Inc.,2020-02-11T05:00:00.000Z,TNS,0.28,0.29,3.57,0,EQUITY
2573,CEIX,CONSOL Energy Inc.,2020-02-11T05:00:00.000Z,TNS,0.6,0.54,-10.3,0,EQUITY
2574,SQNS,Sequans Communications S.A.,2020-02-11T05:00:00.000Z,TNS,-0.29,-0.3,-3.45,0,EQUITY
2575,MAS,Masco Corporation,2020-02-11T05:00:00.000Z,TNS,0.52,0.54,3.05,0,EQUITY
2576,IPCFF,International Petroleum Corporation,2020-02-11T05:00:00.000Z,TNS,0.06,0.22,300.0,0,EQUITY
2577,LSCC,Lattice Semiconductor Corporation,2020-02-11T05:00:00.000Z,TNS,0.15,0.17,14.09,0,EQUITY
2578,GT,The Goodyear Tire & Rubber Company,2020-02-11T05:00:00.000Z,TNS,0.52,0.19,-63.32,0,EQUITY
2579,CYAN,Cyanotech Corp,2020-02-11T18:30:00.000Z,BMO,,,,0,EQUITY
2581,IGC,India Globalization Capital Inc,2020-02-11T18:30:00.000Z,BMO,,,,0,EQUITY
2582,MRQRF,Monarch Gold Corporation,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2583,CCR,CONSOL Coal Resources LP,2020-02-11T05:00:00.000Z,TNS,0.35,0.32,-7.25,0,EQUITY
2584,HGMCF,Harmony Gold Mining Company Limited,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2585,VREX,Varex Imaging Corporation,2020-02-11T05:00:00.000Z,TNS,0.26,0.21,-17.97,0,EQUITY
2586,CMDXF,Computer Modelling Group Ltd.,2020-02-11T05:00:00.000Z,TNS,0.07,0.06,-16.67,0,EQUITY
2587,KAJMF,Kajima Corporation,2020-02-11T05:00:00.000Z,TNS,,38.07,,0,EQUITY
2588,DENN,Denny's Corporation,2020-02-11T05:00:00.000Z,TNS,0.17,0.23,34.5,0,EQUITY
2589,ITIC,Investors Title Company,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2590,USFD,US Foods Holding Corp.,2020-02-11T05:00:00.000Z,TNS,0.66,0.66,0.46,0,EQUITY
2591,EXC,Exelon Corporation,2020-02-11T05:00:00.000Z,TNS,0.73,0.83,13.85,0,EQUITY
2592,NCR,NCR Corporation,2020-02-11T05:00:00.000Z,TNS,0.84,0.85,1.55,0,EQUITY
2593,ONDK,"On Deck Capital, Inc.",2020-02-11T05:00:00.000Z,TNS,0.09,0.05,-43.82,0,EQUITY
2594,DCP,"DCP Midstream, LP",2020-02-11T05:00:00.000Z,TNS,0.35,-0.08,-122.86,0,EQUITY
2595,DCUE,"Dominion Energy, Inc.",2020-02-11T05:00:00.000Z,TNS,1.16,1.18,1.99,0,EQUITY
2596,DIOD,Diodes Incorporated,2020-02-11T05:00:00.000Z,TNS,0.63,0.65,3.17,0,EQUITY
2597,KRNT,Kornit Digital Ltd.,2020-02-11T05:00:00.000Z,TNS,0.18,0.17,-4.49,0,EQUITY
2599,DBD,"Diebold Nixdorf, Incorporated",2020-02-11T05:00:00.000Z,TNS,0.5,0.47,-6.56,0,EQUITY
2600,DLVHF,Delivery Hero SE,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2601,DEI,"Douglas Emmett, Inc.",2020-02-11T05:00:00.000Z,TNS,0.15,1.58,982.19,0,EQUITY
2602,D,"Dominion Energy, Inc.",2020-02-11T05:00:00.000Z,TNS,1.16,1.18,1.99,0,EQUITY
2603,IDPUF,IDP Education Limited,2020-02-11T05:00:00.000Z,TNS,,,,0,EQUITY
2604,VNOM,Viper Energy Partners LP,2020-02-11T05:00:00.000Z,TNS,0.17,0.03,-82.56,0,EQUITY
